sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;papeleria;campo valdes no. 1;3;4;2018-04-05;7800000;microempresarial
masculino;comercio;tienda;enciso;2;8;2016-02-16;6000000;microempresarial
masculino;industria;fabricade;enciso;3;8;2017-06-06;5000000;microempresarial
femenino;industria;fabricade;boston;3;10;2017-04-19;20000000;microempresarial
femenino;comercio;tienda;villa niza;2;2;2018-04-25;7000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2017-07-18;7377000;microempresarial
femenino;comercio;variedades;guayabal;3;15;2017-02-03;6890000;microempresarial
femenino;comercio;tienda;cabecera san cristobal;1;60;2018-02-05;4000000;microempresarial
masculino;comercio;tienda;el salvador;2;9;2017-06-05;7000000;microempresarial
femenino;industria;fabricade;manrique central no. 2;3;3;2017-05-19;6000000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;2017-05-09;4000000;microempresarial
femenino;comercio;variedades;llanaditas;2;8;2018-02-06;6000000;microempresarial
femenino;comercio;restaurante;playon de los ;2;2;2017-02-06;3000000;microempresarial
masculino;comercio;fabricadehelados;manrique central no. 1;3;4;2018-12-13;6500000;microempresarial
masculino;comercio;distribuidorade;cabecera san cristobal;1;60;2018-02-28;7800000;microempresarial
masculino;servicio;tallerdemecanica;toscana;3;5;2016-10-26;6890000;microempresarial
femenino;comercio;variedades;campo valdes no. 1;2;4;2018-05-24;7800000;microempresarial
femenino;comercio;variedades;guayabal;3;15;2018-03-07;7000000;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;2018-06-22;7800000;microempresarial
femenino;industria;fabricade;calasanz;3;12;2016-12-16;6890000;microempresarial
femenino;servicio;peluqueria;castilla;2;5;2017-07-04;2000000;microempresarial
femenino;servicio;fabricade;villatina;1;8;2016-07-15;3000000;microempresarial
femenino;comercio;comidasrapidas;enciso;2;8;2018-03-07;3000000;microempresarial
masculino;comercio;variedades;alfonso lopez;3;5;2017-05-23;7000000;microempresarial
femenino;comercio;tienda;granizal;2;1;2017-09-26;7300000;microempresarial
masculino;comercio;tienda;moravia;1;4;2018-02-26;650000;microempresarial
femenino;servicio;comidasrapidas;moravia;1;4;2016-11-19;1000000;microempresarial
femenino;comercio;tienda;san javier no.2;2;13;2019-02-21;8200000;microempresarial
femenino;servicio;peluqueria;buenos aires;2;9;2017-03-21;5000000;microempresarial
femenino;comercio;variedades;el progreso no.2;1;6;2017-09-26;5000000;microempresarial
masculino;industria;marroquineria;san javier no.1;3;13;2016-02-25;1800000;microempresarial
masculino;industria;fabricade;robledo;3;7;2017-10-19;2000000;microempresarial
femenino;servicio;fabricadeceramica;doce de octubre no.1;2;6;2016-08-17;6000000;microempresarial
femenino;comercio;fabricade;popular;2;1;2017-01-17;7300000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;2018-08-14;7800000;microempresarial
femenino;industria;fabricadevelas;aranjuez;3;4;2016-05-20;1500000;microempresarial
masculino;industria;fabricade;manrique central no. 1;2;4;2017-10-12;6000000;microempresarial
femenino;industria;fabricade;castilla;2;5;2016-05-17;5000000;microempresarial
masculino;comercio;granero;santa cruz;1;2;2017-05-22;7377000;microempresarial
femenino;industria;fabricade;la francia;2;2;2018-07-04;7800000;microempresarial
masculino;comercio;variedades;cabecera san antonio ;3;80;2017-07-27;4000000;microempresarial
masculino;comercio;fabricade;manrique oriental;3;3;2018-04-18;7800000;microempresarial
femenino;comercio;almacenderopaen;buenos aires;3;9;2017-11-17;7377000;microempresarial
femenino;comercio;variedades;boston;3;10;2017-02-01;7370000;microempresarial
masculino;comercio;tienda;trinidad;3;15;2017-11-03;4000000;microempresarial
femenino;comercio;tienda;enciso;1;8;2016-04-26;6500000;microempresarial
femenino;comercio;tiendanaturista;santo domingo savio ;1;1;2018-11-06;7000000;microempresarial
femenino;comercio;comidasrapidas;doce de octubre no.1;1;6;2017-10-27;7370000;microempresarial
femenino;comercio;tienda;villa hermosa;3;8;2018-08-21;4000000;microempresarial
femenino;servicio;peluqueria;guayabal;3;15;2017-07-28;7000000;microempresarial
masculino;servicio;barberia;miranda;2;4;2018-10-18;7000000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;2018-06-05;7800000;microempresarial
femenino;comercio;almacenderopaen;castilla;2;5;2016-10-11;3500000;microempresarial
masculino;industria;fabricade;la floresta;3;12;2016-04-21;6890000;microempresarial
masculino;servicio;panaderia;cabecera san cristobal;2;60;2017-07-07;7300000;microempresarial
femenino;comercio;comidasrapidas;san pablo;2;1;2018-03-05;7800000;microempresarial
masculino;industria;fabricade;san javier no.1;3;13;2019-05-20;6000000;microempresarial
femenino;comercio;miscelanea;robledo;3;7;2017-09-05;7300000;microempresarial
femenino;comercio;fabricadealimentos;castilla;2;5;2018-04-03;3000000;microempresarial
femenino;industria;fabricade;san javier no.1;1;13;2018-09-24;6000000;microempresarial
femenino;comercio;variedades;granizal;2;1;2018-06-06;7800000;microempresarial
femenino;servicio;comidasrapidas;castilla;3;5;2016-05-05;6890000;microempresarial
masculino;industria;fabricade;la francia;2;2;2018-11-20;7800000;microempresarial
femenino;servicio;peluqueria;san javier no.1;1;13;2017-06-15;7370000;microempresarial
masculino;servicio;mantenimientoen;castilla;3;5;2017-02-01;7200000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2018-07-11;1500000;microempresarial
femenino;comercio;cafeteria;belen;2;16;2016-10-20;4130000;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60;2017-10-20;7300000;microempresarial
femenino;comercio;tiendadehelados;aranjuez;2;4;2019-05-06;6000000;microempresarial
femenino;comercio;peluqueria;manrique central no. 2;2;3;2018-03-01;3000000;microempresarial
masculino;industria;ebanistaria;aranjuez;1;4;2017-10-20;7370000;microempresarial
femenino;comercio;tienda;buenos aires;2;9;2019-03-05;6000000;microempresarial
femenino;comercio;almacenderopaen;la francia;2;2;2017-12-12;6500000;microempresarial
masculino;comercio;variedades;san javier no.1;3;13;2018-02-21;7377000;microempresarial
femenino;servicio;peluqueria;olaya herrera;1;7;2017-02-24;7000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-06-15;2000000;microempresarial
femenino;industria;fabricade;cabecera san cristobal;2;60;2018-07-25;2000000;microempresarial
femenino;servicio;cafeeinternet;moravia;1;4;2018-04-12;2500000;microempresarial
masculino;servicio;barberia;robledo;3;7;2018-09-14;5500000;microempresarial
masculino;comercio;restaurante;san javier no.1;2;13;2018-09-21;7800000;microempresarial
masculino;comercio;variedades;barrio caicedo;3;9;2016-05-05;5000000;microempresarial
femenino;comercio;fabricadecalzado;villa niza;1;2;2018-02-13;4000000;microempresarial
femenino;industria;fabricade;moravia;2;4;2018-05-24;5000000;microempresarial
femenino;comercio;tienda;santa cruz;1;2;2018-06-22;7500000;microempresarial
femenino;comercio;comidasrapidas;pedregal;3;6;2018-04-11;7000000;microempresarial
femenino;comercio;variedades;moravia;1;4;2016-03-16;6000000;microempresarial
masculino;comercio;tienda;13 de noviembre;1;8;2017-01-20;6000000;microempresarial
masculino;servicio;cafeeinternet;robledo;2;7;2018-07-09;6000000;microempresarial
femenino;industria;fabricade;boyaca;3;5;2017-07-05;7377000;microempresarial
femenino;comercio;distribuidorade;belen;1;16;2019-04-24;7000000;microempresarial
masculino;servicio;lavanderia;san javier no.2;1;13;2016-03-28;6000000;microempresarial
femenino;comercio;lavanderia;castilla;3;5;2018-07-05;7800000;microempresarial
femenino;servicio;fabricadejuegos;granizal;2;1;2018-03-08;2000000;microempresarial
masculino;servicio;recreativoeducativo;belen;3;16;2016-09-16;6890000;microempresarial
masculino;comercio;distribuidorade;manrique central no. 1;3;4;2018-04-24;5000000;microempresarial
femenino;industria;fabricadecalzado;santo domingo savio ;1;1;2017-05-19;7300000;microempresarial
femenino;comercio;ferreteria;13 de noviembre;1;8;2017-03-01;7377000;microempresarial
masculino;comercio;tienda;tejelo;3;5;2018-09-12;5000000;microempresarial
femenino;comercio;papeleria;villa guadalupe;2;1;2016-11-30;6890000;microempresarial
femenino;comercio;variedades;boston;3;10;2018-09-05;7800000;microempresarial
femenino;industria;fabricade;robledo;1;7;2019-01-22;7800000;microempresarial
femenino;servicio;organizaciony;cabecera san cristobal;2;60;2016-05-11;5000000;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;2017-10-23;4000000;microempresarial
masculino;comercio;tienda;belen;2;16;2017-10-12;7200000;microempresarial
masculino;comercio;restaurante;enciso;1;8;2016-10-19;4000000;microempresarial
femenino;comercio;variedades;calasanz;2;12;2017-07-27;5000000;microempresarial
femenino;comercio;fabricadecalzado;pedregal;3;6;2018-10-03;3500000;microempresarial
femenino;industria;fabricade;playon de los ;1;2;2019-05-06;3750000;microempresarial
masculino;comercio;tienda;san javier no.1;2;13;2017-07-28;6000000;microempresarial
femenino;industria;fabricade;buenos aires;2;9;2018-09-20;7800000;microempresarial
femenino;industria;fabricade;robledo;2;7;2017-02-22;7000000;microempresarial
femenino;servicio;productosdebelleza;cordoba;3;7;2017-10-31;23510000;empresarialed
femenino;industria;fabricade;20 de julio;2;13;2016-09-07;3000000;microempresarial
masculino;industria;fabricade;campo valdes no. 1;2;4;2018-05-04;1800000;microempresarial
masculino;comercio;distribuidorade;villa del socorro;2;2;2018-12-17;1500000;microempresarial
femenino;servicio;peluqueria;campo valdes no. 1;2;4;2017-09-06;7000000;microempresarial
femenino;comercio;peluqueria;robledo;1;7;2018-05-30;7000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2016-10-25;5000000;microempresarial
femenino;comercio;papeleria;san javier no.1;1;13;2018-02-15;6000000;microempresarial
femenino;comercio;tienda;manrique central no. 1;3;4;2017-06-28;7377000;microempresarial
femenino;comercio;almacenderopaen;santo domingo savio ;2;1;2018-03-08;3000000;microempresarial
femenino;comercio;comidasrapidas;trinidad;3;15;2017-11-22;3000000;microempresarial
masculino;comercio;ferreteria;cabecera san cristobal;2;60;2016-08-11;3000000;microempresarial
femenino;comercio;restaurante;manrique central no. 1;2;4;2019-04-29;3000000;microempresarial
femenino;comercio;almacenderopaen;belen;3;16;2018-07-25;5000000;microempresarial
femenino;servicio;variedades;la america;2;12;2017-07-11;5000000;microempresarial
masculino;industria;fabricade;castilla;2;5;2018-08-01;7800000;microempresarial
masculino;servicio;variedades;girardot;3;5;2017-07-07;6000000;microempresarial
masculino;servicio;tallerdemecanica;robledo;3;7;2017-06-08;20000000;empresarialed
masculino;comercio;variedades;buenos aires;2;9;2017-08-08;5000000;microempresarial
femenino;servicio;comidasrapidas;villa guadalupe;2;1;2016-05-20;6890000;microempresarial
femenino;servicio;peluqueria;belen;2;16;2017-07-12;7000000;microempresarial
masculino;servicio;recreativoeducativo;aranjuez;3;4;2017-05-17;7377000;microempresarial
femenino;industria;fabricade;popular;2;1;2018-04-17;7800000;microempresarial
masculino;servicio;comidasrapidas;doce de octubre no.1;2;6;2017-07-18;7370000;microempresarial
femenino;comercio;miscelanea;cabecera san antonio ;3;80;2016-02-17;5000000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;2;60;2019-06-04;7000000;microempresarial
masculino;industria;variedades;el salvador;3;9;2018-05-25;7000000;microempresarial
masculino;comercio;almacenderopaen;juan xxiii la quiebra;2;13;2019-02-04;8200000;microempresarial
femenino;industria;fabricade;belen;2;16;2018-05-16;7800000;microempresarial
masculino;comercio;almacenderopaen;belen;2;16;2017-05-24;5000000;microempresarial
femenino;industria;fabricade;belencito;2;13;2017-10-18;2800000;microempresarial
femenino;industria;fabricade;enciso;3;8;2019-03-15;8281160;microempresarial
femenino;comercio;variedades;playon de los ;2;2;2016-11-23;4130000;microempresarial
masculino;comercio;depositode;robledo;2;7;2018-02-06;7800000;microempresarial
masculino;comercio;drogueria;campo valdes no. 1;3;4;2018-03-23;7000000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;2;4;2017-04-06;4000000;microempresarial
masculino;agropecuaria;sembrados;santa elena central;2;90;2017-06-14;14;agropecuaria
masculino;comercio;restaurante;la colina;2;15;2017-09-26;7000000;microempresarial
masculino;comercio;variedades;versalles no. 1;2;3;2018-07-03;5000000;microempresarial
masculino;comercio;variedades;pedregal;3;6;2017-10-26;2000000;microempresarial
femenino;industria;fabricade;guayabal;3;15;2018-12-05;3000000;microempresarial
masculino;comercio;papeleria;robledo;3;7;2017-08-11;7377000;microempresarial
masculino;comercio;fabricade;san javier no.1;2;13;2017-09-13;7370000;microempresarial
masculino;servicio;fabricade;robledo;2;7;2016-07-26;6890000;microempresarial
femenino;industria;fabricade;cordoba;3;7;2017-02-07;7300000;microempresarial
masculino;comercio;variedades;castilla;3;10;2018-07-27;4000000;microempresarial
femenino;servicio;peluqueria;la floresta;3;12;2017-09-08;7000000;microempresarial
masculino;servicio;barberia;villatina;2;8;2017-07-25;7370000;microempresarial
femenino;industria;fabricade;trinidad;3;15;2017-10-19;7000000;microempresarial
femenino;servicio;peluqueria;la america;3;12;2016-03-15;6890000;microempresarial
masculino;servicio;recreativoeducativo;pedregal;3;6;2016-09-22;6350000;microempresarial
femenino;comercio;tienda;robledo;2;7;2018-05-11;5000000;microempresarial
masculino;comercio;tienda;cabecera san cristobal;3;60;2019-06-27;8200000;microempresarial
femenino;comercio;variedades;castilla;2;5;2018-05-15;2000000;microempresarial
femenino;comercio;ferreteria;juan xxiii la quiebra;2;13;2019-06-25;8000000;microempresarial
masculino;servicio;organizaciony;boyaca;3;5;2018-05-17;15000000;empresarialed
femenino;servicio;peluqueria;moravia;2;4;2018-02-15;7800000;microempresarial
femenino;servicio;ventadelacteos;enciso;3;8;2016-11-24;5000000;microempresarial
masculino;servicio;comidasrapidas;cabecera san cristobal;3;60;2018-02-08;7800000;microempresarial
masculino;industria;fabricade;san javier no.1;2;13;2017-04-06;6000000;microempresarial
femenino;servicio;variedades;santo domingo savio ;2;1;2016-08-25;6890000;microempresarial
femenino;comercio;comidasrapidas;las palmas;2;10;2017-07-11;7000000;microempresarial
femenino;comercio;tienda;san javier no.1;1;13;2017-03-23;6000000;microempresarial
masculino;comercio;reciclaje;andalucia;2;2;2017-03-08;7377000;microempresarial
femenino;comercio;variedades;robledo;2;7;2016-11-23;5000000;microempresarial
femenino;comercio;almacenderopaen;picacho;1;6;2016-12-07;6800000;microempresarial
femenino;comercio;papeleria;manrique central no. 1;2;4;2018-09-05;4000000;microempresarial
femenino;industria;fabricade;villa hermosa;2;8;2018-06-22;7800000;microempresarial
femenino;industria;panaderia;villatina;2;8;2017-02-16;7000000;microempresarial
masculino;industria;fabricade;buenos aires;2;9;2018-07-11;7800000;microempresarial
femenino;servicio;fabricade;santa cruz;2;2;2017-08-24;4000000;microempresarial
masculino;comercio;tiendadehelados;la milagrosa;3;9;2018-07-13;4500000;microempresarial
masculino;industria;fabricade;manrique central no. 1;2;4;2018-07-06;7000000;microempresarial
masculino;servicio;recreativoeducativo;santa rosa de lima;2;13;2017-12-12;6000000;microempresarial
masculino;industria;ferreteria;manrique central no. 1;2;4;2017-04-04;4500000;microempresarial
femenino;servicio;peluqueria;la milagrosa;3;9;2018-05-18;7800000;microempresarial
femenino;comercio;peluqueria;enciso;2;8;2019-01-28;8280000;microempresarial
femenino;comercio;granero;barrio caicedo;2;9;2019-01-23;8000000;microempresarial
masculino;servicio;fabricade;la milagrosa;2;9;2017-02-08;7377000;microempresarial
femenino;comercio;fabricade;robledo;3;7;2018-01-25;7812000;microempresarial
femenino;comercio;almacenderopaen;cristo rey;3;15;2016-11-15;4000000;microempresarial
femenino;industria;fabricade;moscu no. 1;1;2;2017-04-26;2500000;microempresarial
femenino;comercio;almacenderopaen;doce de octubre no.1;2;6;2018-02-07;7800000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;1;6;2018-07-17;5000000;microempresarial
femenino;comercio;comidasrapidas;buenos aires;3;9;2017-10-30;7000000;microempresarial
